,"Ja, det er det. Det er min nye mountainbike.<br>[sound:ch09_004.mp3]"
,"Ja, det skal jeg. Jeg skal til Mallorca i to uger.<br>[sound:ch09_005.mp3]"
,Der sidder en nøgle i døren. Er det din?<br>[sound:ch09_006.mp3]
,"Nej, det er det ikke. Jeg har min nøgle her. A: Vil du med i byen på lørdag?<br>[sound:ch09_007.mp3]"
,"Ja, det vil jeg gerne.<br>[sound:ch09_008.mp3]"
,Har du en bil?<br>[sound:ch09_009.mp3]
,"Ja, det har jeg. Jeg har faktisk to – en Fiat<br>[sound:ch09_010.mp3]"
,"Har du også en motorcykel? B: Ja, det gør jeg. Hvad med dig?<br>[sound:ch09_011.mp3]"
,"Nej, det har jeg ikke. A: Selvfølgelig! Jeg cykler året rundt<br>[sound:ch09_012.mp3]"
,Er du god til at synge?<br>[sound:ch09_013.mp3]
,"Ja, det er jeg.<br>[sound:ch09_014.mp3]"
,Må jeg spørge dig om noget? A: Har du nogen søskende?<br>[sound:ch10_000.mp3]
,"Ja, selvfølgelig! B: Ja, jeg har to søskende: en søster og en halvbror.<br>[sound:ch10_001.mp3]"
,Hvor gammel er du? A: Er dine forældre skilt?<br>[sound:ch10_002.mp3]
,Jeg er 29. B: Nej. Men min halvbror er fra min fars<br>[sound:ch10_003.mp3]
,Hvornår bliver du så 30? første ægteskab.<br>[sound:ch10_004.mp3]
,Det gør jeg den 13. januar.<br>[sound:ch10_005.mp3]
,Har du nogen børn?<br>[sound:ch10_006.mp3]
,"Ja, min mand og jeg har to børn: en pige og<br>[sound:ch10_007.mp3]"
,Lever dine bedsteforældre endnu?<br>[sound:ch10_008.mp3]
,"Hvornår er du født? B: Ja, det gør de.<br>[sound:ch10_009.mp3]"
,Jeg er født den 18. april 1984. A: Hvor gamle er de?<br>[sound:ch10_010.mp3]
,"Min farmor er 81, min farfar er 86,<br>[sound:ch10_011.mp3]"
,Hvad dato er det i dag?<br>[sound:ch10_012.mp3]
,Det er den 27. Hvorfor det?<br>[sound:ch10_013.mp3]
,Min mor har fødselsdag den 29. Hun bliver 65.<br>[sound:ch10_014.mp3]
,Så må du hilse hende og sige tillykke!<br>[sound:ch10_015.mp3]
,Hvad laver du her i Danmark? A: Arbejder du stadig i en bank?<br>[sound:ch11_000.mp3]
,"Jeg er studerende. B: Ja, men jeg leder efter et nyt job.<br>[sound:ch11_001.mp3]"
,Hvad studerer du? A: Nå! Hvorfor det?<br>[sound:ch11_002.mp3]
,Jeg studerer medicin. B: Jeg er træt af mit arbejde. Det er ret<br>[sound:ch11_003.mp3]
,"Her i Aarhus? stressende, og jeg skal tit arbejde over.<br>[sound:ch11_004.mp3]"
,"Nej, i Odense.<br>[sound:ch11_005.mp3]"
,Er Morten stadig arbejdsløs?<br>[sound:ch11_006.mp3]
,Hvor skal du hen? B: Nej. Han arbejder som bartender på en<br>[sound:ch11_007.mp3]
,Jeg skal på arbejde. café inde i byen.<br>[sound:ch11_008.mp3]
,Hvor arbejder du henne? A: Er han glad for det?<br>[sound:ch11_009.mp3]
,"Jeg arbejder på en spansk restaurant B: Ja, han er helt vild med det.<br>[sound:ch11_010.mp3]"
,Er du tjener?<br>[sound:ch11_011.mp3]
,"Nej, jeg er kok.<br>[sound:ch11_012.mp3]"
,Hvad laver Louise for tiden?<br>[sound:ch11_013.mp3]
,Hun arbejder som lærer på en<br>[sound:ch11_014.mp3]
,Er det et fuldtidsjob?<br>[sound:ch11_015.mp3]
,Nej. Hun arbejder kun 15 timer om ugen.<br>[sound:ch11_016.mp3]
,Hvad underviser hun i?<br>[sound:ch11_017.mp3]
,"I engelsk, matematik og musik.<br>[sound:ch11_018.mp3]"
,Hvad laver du i fritiden? A: Hvad laver du for tiden?<br>[sound:ch12_000.mp3]
,Jeg laver mange forskellige ting. B: Jeg arbejder stadig som musiker. Og jeg<br>[sound:ch12_001.mp3]
,Jeg går tit i biografen og til koncert.<br>[sound:ch12_002.mp3]
,Hvor tit går du til italiensk?<br>[sound:ch12_003.mp3]
,Jeg går til italiensk to gange om ugen.<br>[sound:ch12_004.mp3]
,Hvor tit går du på museum?<br>[sound:ch12_005.mp3]
,Om morgenen?<br>[sound:ch12_006.mp3]
,"Årh, et par gange om måneden.<br>[sound:ch12_007.mp3]"
,"Nej, jeg går om aftenen, for jeg arbejder<br>[sound:ch12_008.mp3]"
,Går du tit i biografen?<br>[sound:ch12_009.mp3]
,Har du nogen fritidsinteresser?<br>[sound:ch12_010.mp3]
,"Nej, det gør jeg aldrig.<br>[sound:ch12_011.mp3]"
,Jeg svømmer næsten hver dag. Og jeg kan<br>[sound:ch12_012.mp3]
,Jeg bruger meget tid på at fotografere.<br>[sound:ch12_013.mp3]
,Hvornår begynder undervisningen?<br>[sound:ch13_000.mp3]
,Den begynder klokken syv. [19]<br>[sound:ch13_001.mp3]
,Hvad er klokken? A: Hvornår er I færdige?<br>[sound:ch13_002.mp3]
,Den er halv to. [13.30] B: Vi er færdige fem minutter over halv ti. [21.35]<br>[sound:ch13_003.mp3]
,"Nå, for søren! Så skal jeg skynde mig!<br>[sound:ch13_004.mp3]"
,Har du travlt? 13.5<br>[sound:ch13_005.mp3]
,"Ja, jeg skal nå toget kvart i to. [13.45]<br>[sound:ch13_006.mp3]"
,Det har vi om en halv time.<br>[sound:ch13_007.mp3]
,Hvor længe har vi pause?<br>[sound:ch13_008.mp3]
,Hvornår står du op om morgenen? B: I et kvarter.<br>[sound:ch13_009.mp3]
,Jeg plejer at stå op tyve minutter i syv. [6.40]<br>[sound:ch13_010.mp3]
,Så tidligt?!<br>[sound:ch13_011.mp3]
,Ja. For jeg møder på arbejde halv otte. [7.30]<br>[sound:ch13_012.mp3]
,Hvornår går du i seng om aftenen?<br>[sound:ch13_013.mp3]
,Hvornår har du fri fra arbejde?<br>[sound:ch13_014.mp3]
,Også i weekenden?!<br>[sound:ch13_015.mp3]
,"Jeg har normalt fri klokken fire [16],<br>[sound:ch13_016.mp3]"
,"Nej, i weekenden går jeg altid i seng<br>[sound:ch13_017.mp3]"
,Nå! Hvorfor det?<br>[sound:ch13_018.mp3]
,Jeg skal til tandlægen kvart i tre. [14.45]<br>[sound:ch13_019.mp3]
