,"Hej, hvad hedder du? A: Tak for i dag!<br>[sound:ch01_000.mp3]"
,Jeg hedder Rasmus. Hvad hedder du? B: Selv tak.<br>[sound:ch01_001.mp3]
,Jeg hedder Veronika. A: Vi ses på mandag. Hav en god weekend!<br>[sound:ch01_002.mp3]
,Veronika? Hvordan staver du det? B: I lige måde. Hej hej!<br>[sound:ch01_003.mp3]
,V-E-R-O-N-I-K-A.<br>[sound:ch01_004.mp3]
,Hej Søren! Hvordan går det?<br>[sound:ch01_005.mp3]
,Det går godt. Hvad med dig?<br>[sound:ch01_006.mp3]
,Jeg har det fint. Hvad med Karoline?<br>[sound:ch01_007.mp3]
,Hun har det godt.<br>[sound:ch01_008.mp3]
,Er hun på arbejde nu?<br>[sound:ch01_009.mp3]
,"Nej, hun er på café med Marie.<br>[sound:ch01_010.mp3]"
,Hvad hedder ”table” på dansk? A: Hvad hedder du?<br>[sound:ch02_000.mp3]
,Det hedder ”bord”. B: Jeg hedder Jacob.<br>[sound:ch02_001.mp3]
,Er ”Jacob” med c eller k?<br>[sound:ch02_002.mp3]
,Hvordan udtaler man det der ord: B-O-R-D?<br>[sound:ch02_003.mp3]
,Man siger ”bo'ɔ”.<br>[sound:ch02_004.mp3]
,Hvad hedder du til efternavn?<br>[sound:ch02_005.mp3]
,Juul? Er det med et eller to u’er?<br>[sound:ch02_006.mp3]
,Det er med to u’er.<br>[sound:ch02_007.mp3]
,Hvordan siger man ”I’m hungry” på dansk?<br>[sound:ch02_008.mp3]
,Man siger: ”Jeg er sulten”.<br>[sound:ch02_009.mp3]
,Hvad betyder ”ordbog”?<br>[sound:ch02_010.mp3]
,Det ved jeg ikke.<br>[sound:ch02_011.mp3]
,Hvor … fra? A: Hvor mange … tale?<br>[sound:ch03_000.mp3]
,Jeg … Østrig. B: … tre sprog.<br>[sound:ch03_001.mp3]
,Kan … spansk? 4.<br>[sound:ch03_002.mp3]
,"Ja, … Men … svær.<br>[sound:ch03_003.mp3]"
,Hvad hedder du?<br>[sound:ch03_004.mp3]
,Hvor kommer du fra (land + nationalitet)?<br>[sound:ch03_005.mp3]
,Hvad er dit modersmål (sprog)?<br>[sound:ch03_006.mp3]
,Hvor mange kursister er der i klassen? A: Er tyskerne mænd eller kvinder?<br>[sound:ch04_000.mp3]
,Der er 16 kursister i klassen: syv mænd B: Det er to mænd og en kvinde. Mændene hedder<br>[sound:ch04_001.mp3]
,Hvor kommer kursisterne fra? A: Hvad hedder læreren?<br>[sound:ch04_002.mp3]
,De kommer fra mange forskellige lande. B: Hun hedder Charlotte.<br>[sound:ch04_003.mp3]
,Åbn bogen! Kig på side fem! A: Vil du godt udtale det her ord for mig?<br>[sound:ch05_000.mp3]
,Vil du godt sige det igen?<br>[sound:ch05_001.mp3]
,Selvfølgelig: ”travlt”.<br>[sound:ch05_002.mp3]
,Prøv at sige det igen: ”København”.<br>[sound:ch05_003.mp3]
,En gang til!<br>[sound:ch05_004.mp3]
,Det forstår jeg ikke.<br>[sound:ch05_005.mp3]
,”København”.<br>[sound:ch05_006.mp3]
,Godt!<br>[sound:ch05_007.mp3]
,Hvor står det henne? A: Har I nogen spørgsmål?<br>[sound:ch05_008.mp3]
,"Det står i linje to på side 117. B: Ja, jeg har et spørgsmål:<br>[sound:ch05_009.mp3]"
,Det betyder ”foreigner”.<br>[sound:ch05_010.mp3]
,Hvad med klokken to?<br>[sound:ch06_000.mp3]
,Hvor skal du hen? B: Det er fint. Men jeg skal være hjemme<br>[sound:ch06_001.mp3]
,Jeg skal på arbejde. Hvad med dig? inden klokken syv.<br>[sound:ch06_002.mp3]
,Jeg skal til dansk. A: Hvorfor det?<br>[sound:ch06_003.mp3]
,Nå! Hvor går du til dansk henne? B: Jeg skal skype med min veninde i USA.<br>[sound:ch06_004.mp3]
,Jeg går til dansk på en sprogskole i Skindergade.<br>[sound:ch06_005.mp3]
,Må jeg spørge dig om noget?<br>[sound:ch06_006.mp3]
,Vil du med i biografen i aften?<br>[sound:ch06_007.mp3]
,Ja?<br>[sound:ch06_008.mp3]
,Det kan jeg desværre ikke.<br>[sound:ch06_009.mp3]
,Må jeg låne to hundrede kroner til i morgen?<br>[sound:ch06_010.mp3]
,Selvfølgelig!<br>[sound:ch06_011.mp3]
,Vil du med på stranden i eftermiddag? A: Værsgo.<br>[sound:ch06_012.mp3]
,"Ja, det vil jeg gerne. Hvornår skal vi mødes? B: Tak skal du have.<br>[sound:ch06_013.mp3]"
,Hvor bor du henne? A: Bor du i København?<br>[sound:ch07_000.mp3]
,"Jeg bor på Amager. B: Nej, jeg bor i Svendborg.<br>[sound:ch07_001.mp3]"
,Bor du i hus? A: Svendborg – hvor er det? Er det i Jylland?<br>[sound:ch07_002.mp3]
,"Ja, det gør jeg. B: Nej, Svendborg ligger på Fyn.<br>[sound:ch07_003.mp3]"
,Bor du alene?<br>[sound:ch07_004.mp3]
,Nej. Jeg bor sammen med min kæreste.<br>[sound:ch07_005.mp3]
,Jeg deler en lejlighed med en studiekammerat.<br>[sound:ch07_006.mp3]
,Hvor stor er lejligheden?<br>[sound:ch07_007.mp3]
,Hvad skal du have på til festen? A: Vil du med ud og shoppe på mandag?<br>[sound:ch08_000.mp3]
,Jeg skal have min nye sommerkjole på. Der er udsalg!<br>[sound:ch08_001.mp3]
,Jeg tager mit sorte jakkesæt og mine nye sko på. par nye bukser. Hvad med dig?<br>[sound:ch08_002.mp3]
,Skal du have slips på? A: Jeg vil gerne have en varm frakke og et par<br>[sound:ch08_003.mp3]
,"Ja, selvfølgelig. Jeg tager et grønt eller højhælede sko.<br>[sound:ch08_004.mp3]"
,Er du glad for din nye cykel?<br>[sound:ch08_005.mp3]
,"Hvad har Emma på? B: Ja, jeg er virkelig glad for den.<br>[sound:ch08_006.mp3]"
,"Hun har en flot, grøn kjole på. A: Hvad farve er den?<br>[sound:ch08_007.mp3]"
,Den er rød.<br>[sound:ch08_008.mp3]
,Dine sko er virkelig flotte! Er de nye?<br>[sound:ch08_009.mp3]
,"Nej, de er fra sidste år.<br>[sound:ch08_010.mp3]"
,Er de italienske?<br>[sound:ch08_011.mp3]
,Nej. De er spanske.<br>[sound:ch08_012.mp3]
,Der ligger en bog på bordet. Er det din? A: Kan du danse salsa?<br>[sound:ch09_000.mp3]
,"Nej, det er det ikke. Det er Kristoffers. B: Nej, det kan jeg ikke.<br>[sound:ch09_001.mp3]"
,Der står en cykel dér. Er det din?<br>[sound:ch09_002.mp3]
,Skal du på ferie til sommer?<br>[sound:ch09_003.mp3]
